,이름,행정동,점수,별점,좋아요
15260, 우리동네카페A 까치산역,화곡8동,46,5.0,2
15261, 노랑통닭 목동사거리,화곡8동,46,4.6,3
15262, 육화몽 우장산역점,화곡8동,46,4.3,37
15263, 김종용누룽지통닭 화곡,화곡8동,46,3.6,94
15264, 현대옥 서울강서점,화곡8동,46,3.7,10
15265, 역전할머니맥주 화곡역점,화곡8동,45,4.9,1
15266, 움라우트 카페 화곡동,화곡8동,45,5.0,2
15267, 예진 닭한마리 산낙지 강서구청,화곡8동,45,4.4,21
15268, 또오리식당 화곡동,화곡8동,45,4.0,2
15269, 스타벅스 까치산역,화곡8동,45,4.3,0
15270, 아이엠키친알 우장산역,화곡8동,45,4.4,1
15271, 청천 올갱이해장국 화곡동,화곡8동,45,4.6,15
15272, 해성식당 강서구청,화곡8동,45,4.5,12
15273, 천사곱창 강서구청점,화곡8동,45,3.5,34
15274, 화끈한맛집 강서구청,화곡8동,45,4.0,2
15275, 골목길 닭꼬치 까치산,화곡8동,45,4.5,1
15276, 피자이탈리 강서점,화곡8동,44,5.0,1
15277, 초원양꼬치 강서구청,화곡8동,44,4.1,24
15278, 레코드피자 화곡점,화곡8동,44,4.0,0
15279, mark 화곡동,화곡8동,44,4.4,0
15280, 대왕곱창 까치산역,화곡8동,44,4.5,15
15281, 걸작떡볶이 가양점,화곡8동,44,5.0,0
15282, 타코박스 강서점,화곡8동,44,4.3,1
15283, 온통족발 화곡동,화곡8동,44,4.7,0
15284, 공칠일 커피 화곡,화곡8동,44,5.0,0
15285, 헤라클래스 화곡역,화곡8동,44,3.7,5
15286, 돈돼랑 화곡역,화곡8동,44,5.0,16
15287, 고기원칙 강서구청,화곡8동,44,4.0,10
15288, 스타우스 강서구청,화곡8동,44,4.5,49
15289, 수유리우동집 강서직영점,화곡8동,44,4.6,0
15290, 맛거리 화곡역,화곡8동,44,4.1,35
15291, 메가커피 화곡본동시장점,화곡8동,44,4.0,0
15292, 커피볶는곤이네집 까치산역,화곡8동,44,4.7,23
15293, 닥터로빈 강서점,화곡8동,44,4.1,19
15294, 베스킨라빈스 까치산역점,화곡8동,43,5.0,0
15295, 푸라닭 화곡역점,화곡8동,43,4.0,0
15296, 매화양꼬치 강서구청,화곡8동,43,4.5,4
15297, 까치산 닭꼬치 까치산역,화곡8동,43,5.0,2
15298, 미분당 화곡점,화곡8동,43,4.0,0
15299, 쥬씨&차암 화곡역점 화곡역,화곡8동,43,4.4,0
15300, 홍린 강서구청,화곡8동,43,4.0,10
15301, 미가버섯매운탕샤브샤브칼국수 화곡동,화곡8동,43,3.8,6
15302, 심플매터 커피로스터스 화곡동,화곡8동,42,4.3,0
15303, 김광석식당 강서구청,화곡8동,42,4.7,24
15304, 미담분식 까치산,화곡8동,42,3.6,10
15305, 빽다방 화곡역점,화곡8동,42,4.6,0
15306, 텐퍼센트 스페셜티 커피 화곡역점,화곡8동,42,5.0,0
15307, 불량범생이포차 화곡,화곡8동,42,5.0,0
15308, 대소상회 까치산역점,화곡8동,42,5.0,0
15309, 본말감자탕 화곡역점,화곡8동,42,3.7,1
15310, 긴자스시 강서구,화곡8동,42,4.3,2
15311, 크리스피크림도넛 화곡역점,화곡8동,42,4.5,0
15312, 체르보 화곡역,화곡8동,42,4.4,1
15313, 온솥 null,화곡8동,42,4.5,0
15314, 라라코스트 화곡,화곡8동,42,3.6,48
15315, 089coffee&bakery 강서구청,화곡8동,42,5.0,0
15316, 리틀하노이 화곡역점,화곡8동,42,4.5,1
15317, 홍미닭발 본점,화곡8동,42,4.5,2
15318, 이노정 족발 보쌈 돼지국밥 우장산역,화곡8동,42,5.0,0
15319, 내고향왕만두 화곡역,화곡8동,42,4.5,0
15320, 틸란 쌀국수 화곡역,화곡8동,42,4.3,0
15321, 던킨도너츠 화곡역,화곡8동,42,4.0,0
15322, 진부령 황태촌 화곡역,화곡8동,42,3.7,17
15323,. 카페오니 우장산역,화곡8동,42,5.0,1
15324,박가네 대전동구,가양1동,47,5.0,21
15325,적덕식당 대전동구,가양1동,36,3.1,14
15326,시루향기 대전,가양1동,36,0.0,3
15327,장금이수라상 대전동구,가양1동,35,0.0,8
15328,더치나인 대전복합터미널,가양1동,34,5.0,4
15329,가양막창 대전동구,가양1동,34,3.2,1
15330,원미면옥 대전동구,가양1동,33,0.0,7
15331,진주냉면 대전동구,가양1동,33,0.0,6
15332,강청골 순대국밥 대전동구,가양1동,32,3.8,4
15333, 두원수산 대전동구,가양1동,31,0.0,2
15334, 신바람숯불갈비 대전동구,가양1동,31,5.0,1
15335, 장금이유기농우렁쌈밥 대전동구,가양1동,31,0.0,1
15336, 구룡포회수산 대전동구,가양1동,31,3.8,1
15337, 유가옥 대전,가양1동,31,4.0,1
15338, 황바우보신정 대전,가양1동,31,0.0,1
15339, 삽다리순대 대전,가양1동,31,0.0,1
15340, 싱싱횟집 대전동구,가양1동,31,0.0,0
15341, 연변짬뽕전문점 대전복합터미널,가양1동,31,0.0,0
15342, 굴자랑 대전동구,가양1동,31,0.0,0
15343, 꿀같은밤 대전복합터미널,가양1동,31,0.0,0
15344, 별난해물칼국수 대전,가양1동,15,0.0,0
15345, 행복오리 대전복합터미널,가양1동,15,0.0,0
15346, 13번길분식.식당 대전동구,가양1동,15,0.0,0
15347, 우리동네맥주가게 대전동구,가양1동,15,0.0,0
15348, 먹골가마솥추어탕 대전동구,가양1동,15,0.0,0
15349,마시내탕수육 대전,가양2동,38,5.0,0
15350,양반고을 대전동구,가양2동,35,3.8,4
15351,쪽쪽갈비 대전동구,가양2동,33,4.0,0
15352,대박구이 대전동구,가양2동,32,0.0,8
15353,아싸라비야매운떡볶이 대전,가양2동,31,3.0,0
15354,대영원 대전동구,가양2동,31,3.0,1
15355,불불닭발 대전,가양2동,31,1.0,0
15356,굽네치킨 비래가양점,가양2동,31,3.0,0
15357,카페 크렘 대전,가양2동,31,0.0,0
15358, 삼순이삼겹살 대전동구,가양2동,31,0.0,0
15359, 가양가든 대전,가양2동,31,0.0,0
15360, 진짜손칼국수 대전동구,가양2동,31,0.0,1
15361, 언니네빵집 대전,가양2동,31,0.0,0
15362, 정가네갈비 대전,가양2동,31,0.0,0
15363, 네네치킨 대전,가양2동,31,0.0,0
15364, 청주해장국 대전탑점,가양2동,15,0.0,0
15365, 녹두삼계탕 대전동구,가양2동,15,0.0,0
15366, BBQ치킨 대전비래점,가양2동,15,0.0,0
15367, 왕손족발 대전동구,가양2동,15,0.0,0
15368, 전주할매추어탕 대전동구,가양2동,15,0.0,0
15369, 산 대전동구,가양2동,15,0.0,0
15370,이조면옥 강서구,가양3동,57,4.2,40
15371,더족발 가양,가양3동,50,4.7,6
15372,카메야라멘 양천향교역,가양3동,48,4.0,4
15373,제일식당 가양역,가양3동,48,4.2,33
15374,감사한양 가양점,가양3동,48,4.3,9
15375,보승회관 양천향교역점,가양3동,46,5.0,1
15376,양천골 용대리 황태세상 본점 양천향교역,가양3동,46,5.0,10
15377,고향옥얼큰순대국 가양점,가양3동,44,5.0,0
15378,젤르커피 양천향교역,가양3동,44,4.0,0
15379, 카페조이 양천향교역,가양3동,43,4.0,0
15380, 돈뽈 가양역,가양3동,42,5.0,2
15381, 호치킨 가양점,가양3동,42,4.7,0
15382, 황금오리농장 가양,가양3동,42,5.0,0
15383, 토담곤드레밥 양천향교역,가양3동,41,4.0,1
15384, 국수나무 가양역,가양3동,41,4.7,1
15385, 화로상회 가양점,가양3동,41,5.0,1
15386, 댓짱돈까스 강서한강자이점,가양3동,41,5.0,4
15387, 처갓집양념치킨 등촌점,가양3동,41,5.0,0
15388, 북촌손만두 한강자이점,가양3동,40,4.0,0
15389, 오성맥주 양천향교역,가양3동,40,4.0,1
15390, 배스킨라빈스 홈플러스가양,가양3동,40,5.0,0
15391, 고향막창구이 가양역,가양3동,40,5.0,3
15392, 새벽집 가양역,가양3동,39,5.0,6
15393, 매반생면 증미역,가양3동,39,5.0,9
15394, 노블린카 가양역,가양3동,39,5.0,1
15395, 본죽 가양역점,가양3동,38,5.0,1
15396, 조춘식동갑이네 가양점,가양3동,38,4.4,1
15397, 페리카나 가양동점,가양3동,37,5.0,0
15398, 춘향골남원추어탕 가양점,가양3동,37,3.0,4
15399, 뚜띠에 양천향교역,가양3동,36,5.0,0
15400, 부엉이제면소 가양동,가양3동,36,3.0,1
15401, 킹콩부대찌개 가양역,가양3동,36,5.0,3
15402, 브루더베이커리 가양역,가양3동,36,5.0,0
15403, 마드레 가양동,가양3동,36,4.0,1
15404, 바비큐보스 가양동,가양3동,36,4.0,0
15405, 갯마을회전문점 양천향교역,가양3동,35,4.0,2
15406, 굽네치킨 가양점,가양3동,35,4.0,0
15407, 짬뽕타임 가양,가양3동,34,3.2,2
15408, 도드람한마당 가양점,가양3동,34,5.0,1
15409, 금왕돈까스 가양점,가양3동,34,3.0,6
15410, 갑오곱창 양천향교역,가양3동,34,0.0,2
15411, 풍천황토 민물장어 강서구,가양3동,34,3.0,5
15412, 족발야시장 가양역,가양3동,33,4.0,0
15413, 메가커피 강서한강자이타워점,가양3동,33,3.0,0
15414, 원당곱창 발산역,가양3동,33,2.1,4
15415, 담소사골순대 가양점,가양3동,33,3.0,5
15416, 도감소 가양동,가양3동,32,2.5,0
15417, 짬뽕만리 강서구,가양3동,32,0.0,5
15418, 바렌티나 가양역,가양3동,32,0.0,1
15419, 감성커피 가양점,가양3동,32,0.0,1
15420, 돈꿈용꿈화로구이 가양동,가양3동,31,0.0,1
15421, 명량 강서구,가양3동,31,0.0,2
15422, 블러바드 가양역,가양3동,31,0.0,1
15423, 장충당 양천향교역,가양3동,31,0.0,0
15424, 24시전주명가콩나물국밥 가양점,가양3동,31,0.0,1
15425, 장하촌 가양동,가양3동,31,0.0,0
15426, 오시오 가양동,가양3동,31,0.0,0
15427, 명돈가 가양동,가양3동,31,0.0,0
15428, 김민주 밥엔전 강서구,가양3동,31,0.0,0
15429, 쿠마스시 강서구,가양3동,31,0.0,0
15430, 메가커피 가양중앙점,가양3동,31,0.0,0
15431, 한라산 횟집 가양역,가양3동,31,0.0,0
15432, 커피101스트릿 강서,가양3동,31,0.0,0
15433, 간바레 이자카야 가양역,가양3동,31,0.0,0
15434, 서호루 강서구,가양3동,31,0.0,0
15435, 프랭크버거 가양역점,가양3동,31,0.0,0
15436, 올래김밥 강서,가양3동,31,0.0,0
15437, 개성족발보쌈 가양동,가양3동,31,0.0,0
15438, 감탄떡볶이 가양2호점,가양3동,31,0.0,0
15439, 남다른감자탕 서울가양점,가양3동,31,0.0,0
15440, 카페진심한잔 양천향교역,가양3동,31,0.0,0
15441, 호C탐탐 강서,가양3동,31,0.0,0
15442, 봉순이칼국수 가양동,가양3동,31,0.0,0
15443, 더베스트커피 양천향교역,가양3동,31,0.0,0
15444, 양천골흑염소요리전문점 양천향교역,가양3동,31,0.0,0
15445, 이차돌 강서한강자이점,가양3동,31,0.0,0
